Critic,Publication,Review Text,Review Score,Original Score,Date,URL,Movie URL
Andrea Chase,Killer Movie Reviews,"This [dogfight] is so good that, Stockholm Syndrome-like, we willingly suspend disbelief at the sheer audacity of it in favor of lapping it up and wanting more. Which we get. And then some.",positive,,"May 28, 2022",https://www.killermoviereviews.com/movie/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
John Urbancich,JMuvies,"The first Academy Award winner of 2022 arrives with 'Top Gun: Maverick,' but it actually shows up after all is mostly said and done. That's when the inimitable Lady Gaga belts out 'Hold My Hand,' already a dead-mortal-lock Best Original Song ballad.",positive,3/5,"May 28, 2022",https://jmuvies.blogspot.com/2022/05/a-familiar-ol-top-gun-some-stale.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Preston Barta,Denton Record-Chronicle,Top-shelf popcorn entertainment buttered with genuine human drama and high-stakes action.,positive,4.5/5,"May 28, 2022",https://dentonrc.com/entertainment/top-gun-maverick-flies-with-an-electric-fever-cast-talks-about-the-need-for-speed/article_33616ea4-ddfa-11ec-bb64-438ed8783612.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Armond White,National Review,"It illustrates Cruise's showmanly sense that maybe Americans desperately want to believe in themselves again. While the latest James Bond movies fail at heroism, Cruise's action films present a credible sense of valor",positive,,"May 27, 2022",https://www.nationalreview.com/2022/05/in-top-gun-maverick-tom-tests-america/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Megan Basham,The Daily Wire,"""Top Gun: Maverick"" is nostalgia for Reagan's America writ large across our collective imagination. The movie itself may not realize how much it speaks to a longing for more confident days.",positive,3/4,"May 27, 2022",https://www.dailywire.com/news/top-gun-maverick-highlights-the-greatness-of-the-reagan-era,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kevin Carr,Fat Guys at the Movies,"If you want to be treated to the aesthetic and the feel and the characterization they had in the first movie, you're absolutely getting this. Everything is there.",positive,2.5/4,"May 27, 2022",https://www.fatguysatthemovies.com/episode-788-top-gun-machismo/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Leo Robson,New Statesman,"While the new film is not as memorable, or of its moment, it’s a more coherent piece of character drawing, a more exhilarating spectacle, and, by virtue of not being made in the mid-1980s, altogether less daft.",positive,,"May 27, 2022",https://www.newstatesman.com/culture/film/2022/05/top-gun-maverick-review-politics-action-hero,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Joshua Axelrod,Pittsburgh Post-Gazette,"Top Gun: Maverick managing to exceed all expectations after the complicated journey it took to the big screen is a true testament to the power of simple, visceral movie magic.",positive,3/5,"May 27, 2022",https://www.post-gazette.com/ae/movies/2022/05/26/movie-review-top-gun-maverick-tom-cruise/stories/202205260014,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mathew DeKinder,Mat's Entertainment,"So while a lazy “Top Gun” sequel coasting on the fumes of nostalgia was ripe for the picking, everyone involved actually put forth the effort to deliver a spectacularly entertaining film.",positive,4/5,"May 27, 2022",https://matsentertainment.com/return-to-the-danger-zone-with-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Sims,The Atlantic,"As a stand-alone blockbuster that’s just trying to suck viewers’ eyeballs out of their sockets with hellacious flight photography and thunderous sound, Maverick is just what every cineplex in the country has been crying out for.",positive,,"May 27, 2022",https://www.theatlantic.com/culture/archive/2022/05/top-gun-maverick-review-tom-cruise/643112/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rex Reed,Observer,Goes with popcorn like butter... I liked it in spite of myself.,positive,3/4,"May 27, 2022",https://observer.com/2022/05/top-gun-maverick-is-skillful-old-fashioned-filmmaking-that-goes-with-popcorn-like-butter/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Abbie Bernstein,Assignment X,"Director Kosinski and company ratchet up genuine suspense in some sequences. We also get good acting, some decent banter, and plenty of speed.",positive,B,"May 27, 2022",https://www.assignmentx.com/2022/movie-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jorge Arturo Mora,La Nación (Costa Rica),Tom Cruise returns to the air to do what he knows best: move us and make us vibrate in our seats. [Full review in Spanish],positive,,"May 27, 2022",https://www.nacion.com/viva/cine/en-top-gun-maverick-tom-cruise-vuelve-a-los-aires/4E4ZIILUERDN5DT5QIAJRHJVN4/story/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Richard Roeper,Chicago Sun-Times,"Even as you see all the plot twists coming, Tom Cruise's charms and the spectacular aerial action still take your breath away.",positive,3/4,"May 27, 2022",https://chicago.suntimes.com/movies-and-tv/2022/5/24/23135893/top-gun-maverick-review-tom-cruise-movie-sequel-ii-miles-teller-jennifer-connelly-ed-harris,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Thelma Adams,AARP Movies for Grownups,"The jet-fueled sequel to the 1986 flyboy classic has charisma to burn, soaring airplane indulgences and a narrative that honors the past while breaking the sound barrier as it shifts to the future.",positive,5/5,"May 27, 2022",https://www.aarp.org/entertainment/movies-for-grownups/info-2022/best-new-movies-theaters-streaming.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Rainer,Christian Science Monitor,"Top Gun: Maverick is a perfectly tolerable time-killer, and I enjoy popcorn as much as anyone, but I just hope these won’t be the only kinds of movies that bring audiences back to the theaters.",positive,3/5,"May 27, 2022",https://www.csmonitor.com/The-Culture/Movies/2022/0525/Top-Gun-is-back.-Will-it-take-moviegoers-breath-away,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Lisa Johnson Mandell,AtHomeInHollywood.com,"A big, brash and brawny movie jam packed full of the excitement and charisma fans have been waiting for.",positive,,"May 27, 2022",https://athomeinhollywood.com/2022/05/26/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Shubhra Gupta,The Indian Express,"There was no doubt that the film made us swirly, giddy, tippy-toed...",positive,,"May 27, 2022",https://indianexpress.com/article/entertainment/entertainment-others/cannes-2022-day-2-top-gun-maverick-premiere-was-a-fully-starry-fully-cannes-moment-7926207/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Saibal Chatterjee,NDTV,Not that what it offers is in anyway stuck in an era gone by - the film flies confidently and sturdily to deliver a crackling good mainstream movie experience.,positive,3/5,"May 27, 2022",https://www.ndtv.com/entertainment/top-gun-maverick-review-tom-cruise-back-in-the-cockpit-after-36-years-doesnt-miss-the-target-3-stars-3014063,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dan Lybarger,Arkansas Democrat-Gazette,"The actor's daredevil persona is still intact, and he has just enough charm to keep the routine from getting old.",positive,86/100,"May 27, 2022",https://www.arkansasonline.com/news/2022/may/27/still-flying-high,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Chris Knight,National Post,I’m happy to report it was worth the wait. Maverick can be my movie wingman any time.,positive,4.5/5,"May 27, 2022",https://nationalpost.com/entertainment/movies/film-review-top-gun-maverick-soars,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Taylor Antrim,Vogue,Did I say the flight sequences are awesome? They are.,positive,,"May 27, 2022",https://www.vogue.com/article/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Javier Ocaña,El Pais (Spain),... The fact that the script doesn't even cite the enemy country gives [you] an idea of how bland the story really is. So there are no problems with anyone for the release. [Full review in Spanish],negative,,"May 27, 2022",https://elpais.com/cultura/2022-05-27/top-gun-maverick-tom-cruise-pasa-de-la-arrogancia-a-la-epica.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Leo Brady,AMovieGuy.com,"Tom Cruise continues to defy the odds, soaring above the laws of age and gravity. He feels the need for speed and delivers something to cheer about.",positive,3.5/4,"May 27, 2022",https://amovieguy.com/2022/05/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dom Sinacola,Paste Magazine,"Kosinski’s dogfights are pristine, incredible feats of filmmaking, economical and orbiting around recognizable space, but given to occasional, inexplicable shocks of pure chaos.",positive,8.2/10,"May 27, 2022",https://www.pastemagazine.com/movies/tom-cruise/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alci Rengifo,Entertainment Voice,Movie escapism at its most potent.,positive,,"May 27, 2022",https://entertainmentvoice.com/2022/05/26/top-gun-maverick-tom-cruise-pilots-dynamic-sequel-with-exhilarating-style/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Brandon Avery,Just My Opinion Reviews,I haven't been this entertained in years! This film is a Perfect 10/10,positive,10/10,"May 27, 2022",https://youtu.be/3bSdx63rjBo,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeff Mitchell,Art House Film Wire,"During the biggest, boldest moments - and there are plenty of them - Maverick “takes it right into the Danger Zone,” and yes, this film will “take your breath away.”",positive,3.5/4,"May 27, 2022",https://www.arthousefilmwire.com/2022/05/27/top-gun-maverick-soars-above-the-1986-original/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Zaki Hasan,Zaki's Corner,"Earnest, emotional, and exhilarating, TOP GUN: MAVERICK is a master class in how to craft a legacy sequel.",positive,A,"May 27, 2022",https://twitter.com/zakiscorner/status/1529998267131383813?s=20&t=7uaM1_m4x3YgIzx2oPHYwA,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Todd Jorgenson,Cinemalogue,Cruise infuses the inevitable barrage of macho posturing and adrenaline-fueled set pieces with an underlying poignancy as he explores the emotional vulnerability of a title character coming to terms with his past.,positive,,"May 27, 2022",http://cinemalogue.com/2022/05/27/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Brian Viner,Daily Mail (UK),"It's nothing if not formulaic, and at times the script is cheesier than a croque monsieur. But the action scenes are splendid, and Cruise, at almost 60 but as willing as ever to whip his shirt off, looks predictably great.",positive,4/5,"May 27, 2022",https://www.dailymail.co.uk/tvshowbiz/article-10858637/Flight-crews-proved-heroes-arent-mavericks-BRIAN-VINER-reviews-Lancaster.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Adam Kempenaar,Filmspotting,"""...131 minutes of fan service where the fan isn’t truly served until the last 30.""",positive,3/5,"May 27, 2022",https://www.filmspotting.net/episodes-archive/2022/5/27/875-top-gun-maverick-steamboat-bill-jr-keaton-5,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Rodriguez,Shakefire,"Top Gun: Maverick is everything you want out of a sequel and so much more and feels familiar yet fresh, like coming back home after a long vacation.",positive,5/5,"May 27, 2022",https://shakefire.net/3637/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ryan Syrek,"The Reader (Omaha, NE)","This is basically just escapist authoritarian porn for white dads. If it were a sports movie, the 60-year-old coach of the football team would be called out of retirement to quarterback the Super Bowl.",negative,C,"May 27, 2022",https://thereader.com/culture/movies/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
M.V. Moorhead,"Less Hat, Moorhead","It's propulsive and spellbinding, even as you see every plot point coming at you as plainly as if it was on a radar screen.",positive,,"May 27, 2022",http://mvmoorhead.blogspot.com/2022/05/project-runway.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Daniel M. Kimmel,North Shore Movies,"While it doesn’t skimp on the high-flying action sequences that made the first film a hit, it goes it one better by focusing on the obvious: Pete “Maverick” Mitchell is a lot older.",positive,3.5/5,"May 27, 2022",https://northshoremovies.wpcomstaging.com/2022/05/27/review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alan Zilberman,Spectrum Culture,"Like the most recent Mission: Impossible sequels, this is another eye-popping action film that serves as subtext for Tom Cruise’s race against mortality to prove his superhuman excellence – all for our own amusement.",positive,4/5,"May 27, 2022",https://spectrumculture.com/2022/05/26/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jim Judy,Screen It!,It's a thrill ride like no other and zooms past the original with ease. I loved everything about this film and think you will too.,positive,9/10,"May 27, 2022",https://www.screenitplus.com/members/top_gun_maverick_Artistic_Review.cfm,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alan Ng,Film Threat,"I might be overstating this, but Top Gun: Maverick is about as perfect a sequel as you can get.",positive,,"May 27, 2022",https://filmthreat.com/reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sonny Bunch,The Bulwark,"What <i>Top Gun: Maverick</i> asks, then, is this: 'What would <i>Top Gun</i> look like if it were, y’know, a good movie?'",positive,3/4,"May 27, 2022",https://www.thebulwark.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Travers,ABC News,"The sequel is still rah-rah about American imperialism, but who cares? Thirty-six years after the original, Tom Cruise is having the time of his life, the in-flight thrills are off the charts and—hot damn!—you won’t find more blazing action anywhere.",positive,,"May 27, 2022",https://abcnews.go.com/GMA/Culture/review-thrills-off-charts-top-gun-maverick/story?id=84933774,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mark Meszoros,"The News-Herald (Willoughby, OH)","Top Gun: Maverick may not be the ideal sequel to Top Gun. However, given the events of the last few years, it may be the one we need.",positive,3/4,"May 27, 2022",https://www.news-herald.com/2022/05/24/top-gun-maverick-cant-stop-looking-back-but-its-a-blast-all-the-same-movie-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Linda Cook,OurQuadCities / WHBF-TV (Illinois),"It's not even the weekend yet, and ""Top Gun: Maverick"" is already taking off.",positive,3/4,"May 27, 2022",https://www.ourquadcities.com/movies-2/linda-cook-review-top-gun-maverick-soars-with-fun/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Allen Almachar,The MacGuffin,"Tom Cruise was put on Earth to entertain by any means necessary, and he does so like no one else.",positive,B+,"May 27, 2022",https://macguff.in/film-reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeff York,The Establishing Shot,"Some of this movie is fun, but too much of it is overly slick, and a lot of it feels dated, far too close to the aesthetics of the original. Still, its incredible aerial photography is breathtaking throughout and probably worth the price of admission.",negative,2/4,"May 27, 2022",https://theestablishingshot.org/2022/05/spectacular-aerials-rescue-top-gun-maverick-from-its-schmaltz/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Akhil Arora,Gadgets360,"What the new Top Gun movie does well to depict though is the TOPGUN stuff. Not only do [Joseph] Kosinski and Co. have a grip on the action and how it's put together, there's an undercurrent of tension at the root of everything on Top Gun: Maverick.",positive,,"May 27, 2022",https://gadgets360.com/entertainment/reviews/top-gun-maverick-review-tom-cruise-jon-hamm-release-date-full-movie-3010773,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
André Hereford,"Metro Weekly (Washington, DC)","Tom Cruise soars while schooling a cocky squad in the action-packed, shamelessly sentimental ""Top Gun: Maverick.""",positive,3/5,"May 27, 2022",https://www.metroweekly.com/2022/05/film-review-top-gun-maverick-is-a-high-flying-sequel/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ruth Maramis,FlixChatter Film Blog,"It delivers the spectacle and thrills it promises, deftly mixing unapologetic nostalgia & stimulating action that satisfies fans of the original and wins new ones. Those crazy flying sequences gave me such an adrenaline rush, what a cinematic thrill ride!",positive,4/5,"May 27, 2022",https://flixchatter.net/2022/05/26/flixchatter-review-top-gun-maverick-2022/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Simon Miraudo,Movie Squad (RTRFM 92.1),"Top Gun: Maverick is Tom Cruise in auteur-mode, for better or worse. Mostly for the better. Only someone of his intensity could make an action movie this intense, seemingly through sheer willpower.",positive,4/5,"May 27, 2022",https://rtrfm.com.au/story/top-gun-maverick-hatching-movie-squad-podcast-75/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Elias Savada,Film International,"Top Gun: Maverick isn’t a great film, but it does entertain greatly as old fashioned fun.",positive,4/5,"May 27, 2022",http://filmint.nu/top-gun-maverick-review-elias-savada/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Robin Clifford,Reeling Reviews,"If you are a fan of the original, break out your checklist and tick off all the “homage” to that ’86 flick. There are many and the whole package is entertainment in spades.",positive,B+,"May 27, 2022",https://www.reelingreviews.com/reeling/ftop-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mike McGranaghan,Aisle Seat,I love Top Gun. Top Gun: Maverick is even better.,positive,4/4,"May 27, 2022",https://aisleseat.com/top-gun-maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Patrick McDonald,"WBGR-FM (93.7 FM - Monroe, WI)","Works like popped corn. The challenge was to create a whole new atmosphere, while evoking the feeling of the beloved first film … an assignment almost as impossible as the story's flight mission … but dang it, they pulled it off with excitement to spare.",positive,4.5/5,"May 27, 2022",https://youtu.be/ny8SmyuStH8,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Damond Fudge,"KCCI (Des Moines, IA)","[It] joins that small list of recent sequels made many years removed from their predecessors that are as good—if not better—than the originals...an experience that completely surpassed expectations, and even surprised me on a few different levels.",positive,,"May 27, 2022",https://bit.ly/3MRsNTR,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Julian Lytle,idobi.com,"Top Gun: Maverick is a warm hug of a fighter jet, Tom Cruise action movie nostalgia. Familiar and new, fun and captivating.",positive,B+,"May 27, 2022",https://idobi.com/ent-review/film-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Carla Renata,The Curvy Film Critic,"Top Gun and Tom Cruise are right on time with thrills, chills, nostalgia, a reunion that will make your heart melt and its just plain fantabulous!! Tom Cruise is a mega movie star...period and the fighter jet sequences will leave you breathless",positive,,"May 27, 2022",https://wp.me/p2v8yf-5rB,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Russ Simmons,KKFI-FM (Kansas City),"The long-gestating sequel “Top Gun: Maverick” has finally arrived and, happily, these Navy pilots nearly reach mach 10.",positive,4/5,"May 27, 2022",https://kkfi.org/program-episodes/freeze-frame-top-gun-maverick-pg-13-the-bobs-burgers-movie-pg-13-montana-story-r-the-dreams-of-rene-sendam-not-rated/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Justin Harrison,The Spool,Director Joseph Kosinski applies his mastery of practical and digital effects to craft aerial action sequences as beautiful as they are tense,positive,,"May 26, 2022",https://thespool.net/reviews/movies/film-review-top-gun-maverick-tom-cruise-val-kilmer/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
John Anderson,Wall Street Journal,"Top Gun: Maverick is not a dislikable movie, by any means... But it's also a little depressing, because of where it says movies are going, what it says about the lack of creativity making its way on screen.",positive,,"May 26, 2022",https://on.wsj.com/3MWIGIG,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Robert Denerstein,Denerstein Unleashed,"Top Gun: Maverick hits the mark, maybe because neither the filmmakers nor the actors are flying on auto-pilot.",positive,,"May 26, 2022",http://denersteinunleashed.blogspot.com/2022/05/top-gun-sequel-hits-right-marks.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Vincent Mancini,Uproxx,"At its heart, it's really a story about how jets are cool and fast.",positive,B+,"May 26, 2022",https://uproxx.com/movies/top-gun-2-review-mancini/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Chris Hewitt,Minneapolis Star Tribune,"""Maverick"" satisfies by delivering exactly what it promises.",positive,3/4,"May 26, 2022",https://www.startribune.com/entertaining-top-gun-zooms-tom-cruise-back-into-the-danger-zone/600176627/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Harry Guerin,RTÉ (Ireland),"Arguably, the greatest achievement of the summer's biggest blockbuster is not the stunning action sequences, but the fact that Tom Cruise's star is brighter on landing than it was before take-off.",positive,3/5,"May 26, 2022",https://www.rte.ie/entertainment/movie-reviews/2022/0524/1300811-top-gun-maverick-cruise-hits-60-looks-30-thinks-20/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
George Elkind,"Metro Times (Detroit, MI)","In the end, Maverick succeeds more often than it fails, proving absorbing enough for most of its length.",positive,,"May 26, 2022",https://www.metrotimes.com/arts/top-gun-maverick-is-only-so-bold-30125980,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Eric Webb,Austin American-Statesman,"Top Gun: Maverick... is a revivified mummy with a jet thruster strapped to its bandages, taking great pains to repeat all of the 1986 version's beats at maximum velocity. A mummy with a jet pack is, however, a fantastic thing.",positive,B+,"May 26, 2022",https://www.austin360.com/story/entertainment/movies-tv/2022/05/26/top-gun-maverick-review-tom-cruise-austin-tx-texas-theaters-miles-teller-sequel/9910117002/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
George M. Thomas,Akron Beacon Journal,"Ultimately, it’s a good, old-fashioned blockbuster. Grab the popcorn. Sink down in your seat and immerse yourself.",positive,A-,"May 26, 2022",https://www.beaconjournal.com/story/entertainment/movies/2022/05/25/review-top-gun-maverick-evolves-times-tom-cruise/9898220002/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Lynn Venhaus,Webster-Kirkwood Times,"While there are soap opera elements, the screenplay is playful, laced with good humor, effectively builds tension and finds the emotional beats...Most memorable is a touching, affectionate nod to Val Kilmer as Admiral Thomas “Iceman” Kazansky.",positive,A-,"May 26, 2022",https://www.timesnewspapers.com/webster-kirkwoodtimes/arts_and_entertainment/reel_world/top-gun-maverick/article_5e407138-dcf6-11ec-b89b-231f95e2a50e.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Craig D. Lindsey,Crooked Marquee,"Thankfully, the story is just as engrossing on the ground as it is in the air, and Cruise gets the chance to do some vulnerable acting when he’s on land.",positive,B,"May 26, 2022",https://crookedmarquee.com/review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Deborah Ross,The Spectator,"The flight scenes are the major draw, I suppose, and the aerial encounters are dazzlingly choreographed even if the planes are so loud you can’t hear the pilots’ dialogue. That said, you don’t watch a film like this for the script.",positive,,"May 26, 2022",https://www.spectator.co.uk/article/you-certainly-don-t-watch-top-gun-for-the-script,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sandra Hall,Sydney Morning Herald,The triumphalism powering those bone-rattling engines still comes through loudly and clearly enough to send you cross-eyed and set your cinema seat vibrating.,positive,3.5/5,"May 26, 2022",https://www.smh.com.au/culture/movies/the-future-catches-up-with-tom-cruise-in-the-latest-top-gun-20220525-p5aod3.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mikel Zorrilla,Espinof,The movie we didn't know we needed. [Full review in Spanish],positive,4/5,"May 26, 2022",https://www.espinof.com/criticas/top-gun-maverick-mucho-mejor-que-mitica-primera-entrega-blockbuster-modelico-que-pide-ser-visto-pantalla-grande-posible,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Caroline Siede,Fox 10 Phoenix,This is old-fashioned summer popcorn movie fun in all its high-octane glory. And Cruise is just the leading man for the mission.,positive,B+,"May 26, 2022",https://www.fox10phoenix.com/news/top-gun-maverick-review-top-gun-2-tom-cruise-miles-teller,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rob Dean,Bullz-Eye.com,"Despite its suffocating adherence to nostalgia, there are many impressive elements to Top Gun: Maverick.",positive,3/5,"May 26, 2022",http://www.bullz-eye.com/2022/05/26/movie-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Juanma Fernández París,El Nuevo Día (Puerto Rico),"Deals with the trauma of having lost ""Goose"", his training partner and co-pilot, in a more human and real way... this sequel doesn't register as a commercial foil dictated by a film industry that only bets on pre-sold properties. [Full review in Spanish]",positive,,"May 26, 2022",https://www.elnuevodia.com/entretenimiento/peliculas-series/notas/top-gun-maverick-es-para-disfrutarse-en-la-pantalla-mas-grande-posible/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Luis Martínez,El Mundo (Spain),"Physical cinema, slightly vulgar, and very enjoyable…in theaters. [Full review in Spanish]",positive,5/5,"May 26, 2022",https://www.elmundo.es/metropoli/cine/2022/05/26/628cfca4fc6c837f2c8b459a.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
A.O. Scott,New York Times,"It is a thin, over-strenuous and sometimes very enjoyable movie. But it is also, and perhaps more significantly, an earnest statement of the thesis that movies can and should be great.",positive,,"May 26, 2022",https://www.nytimes.com/2022/05/26/movies/top-gun-maverick-review.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Trace Sauveur,Austin Chronicle,One of the best legacy sequels we’ve ever gotten: a movie that knows how to move along and give you what you came for.,positive,,"May 26, 2022",https://www.austinchronicle.com/events/film/2022-05-27/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Frank Swietek,One Guy's Opinion,"Cruise’s star wattage remains undimmed, but while “Maverick” has been cannily manufactured...its familiar “Top Gun” mixture of jingoistic claptrap, macho posturing and formulaic excitement feels as mechanical as its military hardware.",negative,C+,"May 26, 2022",https://www.oneguysopinion.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Richard Brody,The New Yorker,"I enjoyed it, and you might, too — if you don’t think, just watch.",positive,,"May 26, 2022",https://www.newyorker.com/culture/the-front-row/top-gun-maverick-reviewed-tom-cruise-takes-empty-thrills-to-new-heights,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jason Adams,My New Plaid Pants,"The sheer will with which the movie strives to be a nostalgia machine for a world that never was, for the coke-dream of the 1980s that the original coughed up, is so relentless that hey, as long as you don't think about it it's fine",positive,,"May 26, 2022",http://www.mynewplaidpants.com/2022/05/take-my-breath-away-once-shame-on-you.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Benjamín Harguindey,EscribiendoCine,"SFX are mostly practical (made in the sky, not in a garage) and the aerial stunts look more impressive than ever, but the biggest draw is seeing the determined star doing what he knows how to do best... [Full review in Spanish]",positive,9/10,"May 26, 2022",https://www.escribiendocine.com/noticias/2022/05/25/14460-critica-de-top-gun-maverick-tom-cruise-y-una-secuela-a-toda-velocidad,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rob Thomas,"Capital Times (Madison, WI)",I’ll just say it — it’s better than the original “Top Gun.”,positive,3.5/4,"May 26, 2022",https://captimes.com/entertainment/screens/top-gun-maverick-tom-cruise-miles-teller/article_a5c0a773-fc2c-5db3-a63a-ca9adc7498af.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Sherin Nicole,idobi.com,This is how you make a heroic movie.,positive,,"May 26, 2022",https://idobi.com/high-life/top-gun-maverick-and-the-weight-of-heroes/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Gayle Sequeira,Film Companion,"The film propels itself forward furiously, hitting Mach speeds higher than ever thought possible, but that doesn’t mean it doesn’t occasionally look over its shoulder at what it’s left behind.",positive,,"May 26, 2022",https://www.filmcompanion.in/reviews/hollywood-review/top-gun-maverick-review-tom-cruise-is-a-shot-of-pure-blockbuster-adrenaline-val-kilmer-jennifer-connelly/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dustin Chase,Galveston Daily News,Easily out maneuvers its predecessor — which isn’t saying much.,positive,B-,"May 26, 2022",https://www.galvnews.com/entertainment/free/article_78331f43-8512-5f62-82a0-22539f7e69df.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tatsam Mukherjee,Firstpost,"Like the original, even this one’s about fast bikes, dark aviators, supersonic planes and sweaty, muscular men with grease on their arms, a spanner in their palms, pushing the limits of male bravado.",positive,4/5,"May 26, 2022",https://www.firstpost.com/entertainment/top-gun-maverick-movie-review-supersonic-sequel-expands-the-myth-of-tom-cruise-10722091.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
